08/04/17,1.7171
08/03/17,1.7151
08/02/17,1.7171
08/01/17,1.7122
07/31/17,1.7123
07/28/17,1.7109
07/27/17,1.7204
07/26/17,1.7126
07/25/17,1.7171
07/24/17,1.7176
07/21/17,1.7141
07/20/17,1.7147
07/19/17,1.7167
07/18/17,1.7099
07/17/17,1.7077
07/14/17,1.7057
07/13/17,1.7104
07/12/17,1.6977
07/11/17,1.7019
07/10/17,1.6953
07/07/17,1.691
07/06/17,1.6944
07/05/17,1.6946
07/04/17,1.6921
07/03/17,1.6991
06/30/17,1.6975
06/29/17,1.7043
06/28/17,1.7019
06/27/17,1.7138
06/23/17,1.7102
06/22/17,1.7099
06/21/17,1.7076
06/20/17,1.7079
06/19/17,1.705
06/16/17,1.6977
06/15/17,1.6999
06/14/17,1.6947
06/13/17,1.6989
06/12/17,1.7
06/09/17,1.7055
06/08/17,1.7051
06/07/17,1.7012
06/06/17,1.695
06/05/17,1.6926
06/02/17,1.6891
06/01/17,1.6883
05/31/17,1.6815
05/30/17,1.6818
05/29/17,1.6833
05/26/17,1.6803
05/25/17,1.68
05/24/17,1.6784
05/23/17,1.6785
05/22/17,1.6763
05/19/17,1.6703
05/18/17,1.6723
05/17/17,1.678
05/16/17,1.6792
05/15/17,1.6787
05/12/17,1.6786
05/11/17,1.6823
05/09/17,1.6736
05/08/17,1.6711
05/05/17,1.6621
05/04/17,1.6643
05/03/17,1.6609
05/02/17,1.6603
04/28/17,1.6544
04/27/17,1.6543
04/26/17,1.6556
04/25/17,1.6521
04/24/17,1.6455
04/21/17,1.6449
04/20/17,1.6404
04/19/17,1.6361
04/18/17,1.6342
04/17/17,1.6374
04/13/17,1.6404
04/12/17,1.6377
04/11/17,1.6363
04/10/17,1.6393
04/07/17,1.641
04/06/17,1.6414
04/05/17,1.6431
04/04/17,1.6382
04/03/17,1.6382
03/31/17,1.636
03/30/17,1.6383
03/29/17,1.6397
03/28/17,1.6369
03/27/17,1.6318
03/24/17,1.6369
03/23/17,1.6341
03/22/17,1.6286
03/21/17,1.6357
03/20/17,1.6268
03/17/17,1.6254
03/16/17,1.6234
03/15/17,1.6169
03/14/17,1.6146
03/13/17,1.6092
03/10/17,1.6018
03/09/17,1.6078
03/08/17,1.6127
03/07/17,1.61
03/06/17,1.6082
03/03/17,1.6083
03/02/17,1.6146
03/01/17,1.6152
02/28/17,1.6341
02/27/17,1.6347
02/24/17,1.6382
02/23/17,1.6369
02/22/17,1.642
02/21/17,1.6415
02/20/17,1.6399
02/17/17,1.639
02/16/17,1.6396
02/15/17,1.6395
02/14/17,1.6375
02/13/17,1.6392
02/10/17,1.6347
02/09/17,1.6308
02/08/17,1.6229
02/07/17,1.6231
02/06/17,1.6204
02/03/17,1.612
02/02/17,1.6106
02/01/17,1.617
01/31/17,1.6079
01/27/17,1.6189
01/26/17,1.6195
01/25/17,1.6125
01/24/17,1.6087
01/23/17,1.6009
01/20/17,1.6025
01/19/17,1.607
01/18/17,1.6015
01/17/17,1.6007
01/16/17,1.6035
01/13/17,1.6073
01/12/17,1.6039
01/11/17,1.6049
01/10/17,1.598
01/09/17,1.5951
01/06/17,1.5969
01/05/17,1.5875
01/04/17,1.5843
01/03/17,1.5832
12/30/16,1.5814
12/29/16,1.5776
12/28/16,1.5747
12/27/16,1.5671
12/23/16,1.5644
12/22/16,1.5665
12/21/16,1.5696
12/20/16,1.5706
12/19/16,1.5741
12/16/16,1.5796
12/15/16,1.5791
12/14/16,1.5821
12/13/16,1.5803
12/12/16,1.5804
12/09/16,1.5938
12/08/16,1.5922
12/07/16,1.577
12/06/16,1.5753
12/05/16,1.57
12/02/16,1.5738
12/01/16,1.5891
11/30/16,1.591
11/29/16,1.5861
11/28/16,1.5847
11/25/16,1.5827
11/24/16,1.5774
11/23/16,1.5869
11/22/16,1.5791
11/21/16,1.5755
11/18/16,1.5829
11/17/16,1.5808
11/16/16,1.5779
11/15/16,1.5826
11/14/16,1.586
11/11/16,1.5935
11/10/16,1.6165
11/09/16,1.6055
11/08/16,1.6153
11/07/16,1.6133
11/04/16,1.6056
11/03/16,1.6098
11/02/16,1.6099
11/01/16,1.622
10/31/16,1.6257
10/28/16,1.625
10/27/16,1.6261
10/26/16,1.6307
10/25/16,1.6385
10/24/16,1.6372
10/21/16,1.6362
10/20/16,1.6397
10/19/16,1.6365
10/18/16,1.6297
10/17/16,1.6223
10/14/16,1.6267
10/13/16,1.6196
10/12/16,1.6267
10/11/16,1.6277
10/10/16,1.6313
10/07/16,1.6308
10/06/16,1.6363
10/05/16,1.6391
10/04/16,1.6418
10/03/16,1.6361
09/30/16,1.626
09/29/16,1.63
09/28/16,1.6294
09/27/16,1.6279
09/26/16,1.6201
09/23/16,1.6255
09/22/16,1.6179
09/21/16,1.6152
09/20/16,1.6126
09/19/16,1.6134
09/16/16,1.6085
09/15/16,1.6043
09/14/16,1.6028
09/13/16,1.607
09/09/16,1.6271
09/08/16,1.6332
09/07/16,1.6293
09/06/16,1.6244
09/05/16,1.6235
09/02/16,1.6172
09/01/16,1.6146
08/31/16,1.6422
08/30/16,1.644
08/29/16,1.6366
08/26/16,1.6364
08/25/16,1.6391
08/24/16,1.6396
08/23/16,1.6363
08/22/16,1.6301
08/19/16,1.6335
08/18/16,1.6328
08/17/16,1.6353
08/16/16,1.6391
08/15/16,1.6396
08/12/16,1.6346
08/11/16,1.6314
08/10/16,1.6303
08/08/16,1.6265
08/05/16,1.6218
08/04/16,1.6095
08/03/16,1.6102
08/02/16,1.6201
08/01/16,1.6251
07/29/16,1.615
07/28/16,1.6232
07/27/16,1.6189
07/26/16,1.6235
07/25/16,1.6248
07/22/16,1.6247
07/21/16,1.6253
07/20/16,1.6238
07/19/16,1.6181
07/18/16,1.6151
07/15/16,1.6162
07/14/16,1.6108
07/13/16,1.608
07/12/16,1.6109
07/11/16,1.6058
07/08/16,1.5904
07/07/16,1.595
07/05/16,1.5922
07/04/16,1.5954
07/01/16,1.5925
06/30/16,1.5831
06/29/16,1.5712
06/28/16,1.5646
06/27/16,1.5633
06/24/16,1.552
06/23/16,1.5738
06/22/16,1.5697
06/21/16,1.5706
06/20/16,1.5674
06/17/16,1.5665
06/16/16,1.5625
06/15/16,1.5686
06/14/16,1.566
06/13/16,1.5711
06/10/16,1.5843
06/09/16,1.5846
06/08/16,1.5864
06/07/16,1.5859
06/06/16,1.5797
06/03/16,1.5711
06/02/16,1.5741
06/01/16,1.5728
05/31/16,1.5706
05/30/16,1.5703
05/27/16,1.565
05/26/16,1.5598
05/25/16,1.5564
05/24/16,1.5449
05/23/16,1.5473
05/20/16,1.5438
05/19/16,1.5442
05/18/16,1.5536
05/17/16,1.5525
05/16/16,1.5502
05/13/16,1.5477
05/12/16,1.5508
05/11/16,1.5456
05/10/16,1.5483
05/09/16,1.5459
05/06/16,1.5376
05/05/16,1.5404
05/04/16,1.5394
05/03/16,1.5423
04/29/16,1.5434
04/28/16,1.5449
04/27/16,1.5489
04/26/16,1.5535
04/25/16,1.5534
04/22/16,1.5579
04/21/16,1.5607
04/20/16,1.555
04/19/16,1.5554
04/18/16,1.5611
04/15/16,1.5637
04/14/16,1.5628
04/13/16,1.5543
04/12/16,1.5419
04/11/16,1.5352
04/08/16,1.535
04/07/16,1.5341
04/06/16,1.5337
04/05/16,1.5357
04/04/16,1.541
04/01/16,1.5393
03/31/16,1.5422
03/30/16,1.5408
03/29/16,1.5307
03/28/16,1.5363
03/24/16,1.5399
03/23/16,1.5409
03/22/16,1.5393
03/21/16,1.5401
03/18/16,1.5347
03/17/16,1.5329
03/16/16,1.5278
03/15/16,1.5226
03/14/16,1.5272
03/11/16,1.5215
03/10/16,1.5211
03/09/16,1.5191
03/08/16,1.5191
03/07/16,1.5199
03/04/16,1.5202
03/03/16,1.522
03/02/16,1.5214
03/01/16,1.5066
02/29/16,1.5195
02/26/16,1.5227
02/25/16,1.5124
02/24/16,1.5169
02/23/16,1.5268
02/22/16,1.5264
02/19/16,1.5215
02/18/16,1.5191
02/17/16,1.5081
02/16/16,1.5117
02/15/16,1.508
02/12/16,1.4961
02/11/16,1.4976
02/10/16,1.5106
02/05/16,1.525
02/04/16,1.5142
02/03/16,1.5179
02/02/16,1.5296
02/01/16,1.5346
01/29/16,1.5262
01/28/16,1.5145
01/27/16,1.5123
01/26/16,1.504
